City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,coquimbo,-29.9533,-71.3436,12.850000000000023,76,100,3.09,CL,1726168684
300,chibougamau,49.9168,-74.3659,23.79000000000002,57,75,2.06,CA,1726168685
301,takoradi,4.8845,-1.7554,24.28000000000003,90,8,3.64,GH,1726168687
302,aitape,-3.1374,142.3475,24.600000000000023,94,100,0.98,PG,1726168688
303,sikka,22.4333,69.8333,27.04000000000002,72,0,6.73,IN,1726168690
304,buala,-8.145,159.5921,25.840000000000032,88,69,2.75,SB,1726168691
305,chipinge,-20.1883,32.6236,17.930000000000007,63,0,3.28,ZW,1726168692
306,sheopur,25.6667,76.7,25.02000000000004,92,100,3.83,IN,1726168693
307,sandakan,5.8402,118.1179,25.82000000000005,94,0,0.51,MY,1726168694
308,tokar,18.4254,37.729,33.80000000000001,37,0,0.71,SD,1726168696
309,chonchi,-42.6128,-73.8092,9.090000000000032,82,100,1.92,CL,1726168697
310,trashigang,27.3331,91.5542,19.80000000000001,83,59,1.82,BT,1726168698
311,castillos,-34.1667,-53.8333,13.580000000000041,65,83,4.32,UY,1726168699
312,pangody,65.85,74.4859,13.330000000000041,85,0,3.61,RU,1726168700
313,tazovsky,67.4667,78.7,10.53000000000003,92,100,4.8,RU,1726168701
314,plettenberg bay,-34.0527,23.3716,15.04000000000002,86,3,3.74,ZA,1726168703
315,jaciara,-15.9653,-54.9683,39.10000000000002,13,2,3.61,BR,1726168704
316,ciudad lazaro cardenas,17.9583,-102.2,30.689999999999998,65,13,3.09,MX,1726168705
317,plainview,40.7765,-73.4673,26.090000000000032,61,0,3.6,US,1726168706
318,orapa,-21.2833,25.3667,24.689999999999998,21,0,1.27,BW,1726168707
319,saint-pierre,-21.3393,55.4781,21.82000000000005,68,0,2.57,RE,1726168708
320,fortuna,40.5982,-124.1573,17.970000000000027,95,75,6.17,US,1726168709
321,virginia,37.5481,-77.4467,28.52000000000004,57,75,4.12,US,1726168710
322,heihe,50.2441,127.4902,5.32000000000005,62,0,5.69,CN,1726168712
323,sint michiel liber,12.15,-68.9833,32.900000000000034,75,20,5.66,CW,1726168713
324,shihezi,44.3,86.0333,17.560000000000002,51,10,1.66,CN,1726168714
325,ellsworth,44.5434,-68.4195,22.52000000000004,69,0,6.17,US,1726168715
